    Word    Instances   % Frequency
3009.   characters  36  0.0035
3010.   substantially   36  0.0035
3011.   worship 36  0.0035
3012.   visitors    36  0.0035
3013.   desirable   36  0.0035
3014.   conclusions 36  0.0035
3015.   you'd   36  0.0035
3016.   patients    36  0.0035
3017.   hurry   36  0.0035
3018.   Spanish 36  0.0035
3019.   Shadow  36  0.0035
3020.   stored  36  0.0035
3021.   beings  36  0.0035
3022.   columns 36  0.0035
3023.   scientists  36  0.0035
3024.   dressed 36  0.0035
3025.   similarly   36  0.0035
3026.   host    36  0.0035
3027.   accuracy    36  0.0035
3028.   variable    36  0.0035
3029.   Smiling 36  0.0035
3030.   symbols 36  0.0035
3031.   Forty   36  0.0035
3032.   ratio   36  0.0035
3033.   coating 36  0.0035
3034.   dirty   36  0.0035
3035.   BINOMIAL    36  0.0035
3036.   over-all    35  0.0034
3037.   Atlanta 35  0.0034
3038.   urged   35  0.0034
3039.   counties    35  0.0034
3040.   Sept    35  0.0034
3041.   Wednesday   35  0.0034
3042.   Meanwhile   35  0.0034
3043.   Harry   35  0.0034
3044.   Revenue 35  0.0034
3045.   sounded 35  0.0034
3046.   Clark   35  0.0034
3047.   bench   35  0.0034
3048.   latest  35  0.0034
3049.   nationalism 35  0.0034
3050.   Crime   35  0.0034
3051.   vehicle 35  0.0034
3052.   stores  35  0.0034
3053.   retired 35  0.0034
3054.   lumber  35  0.0034
3055.   preserve    35  0.0034
3056.   sympathetic 35  0.0034
3057.   returning   35  0.0034
3058.   Virgin  35  0.0034
3059.   row 35  0.0034
3060.   performed   35  0.0034
3061.   knee    35  0.0034
3062.   claimed 35  0.0034
3063.   world's 35  0.0034
3064.   Pat 35  0.0034
3065.   jumped  35  0.0034
3066.   Jane    35  0.0034
3067.   bombs   35  0.0034
3068.   Stanley 35  0.0034
3069.   affect  35  0.0034
3070.   roll    35  0.0034
3071.   grade   35  0.0034
3072.   engineers   35  0.0034
3073.   tape    35  0.0034
3074.   eggs    35  0.0034
3075.   Fruit   35  0.0034
3076.   Sciences    35  0.0034
3077.   installed   35  0.0034
3078.   yield   35  0.0034
3079.   Presently   35  0.0034
3080.   routine 35  0.0034
3081.   output  35  0.0034
3082.   adjustment  35  0.0034
3083.   dignity 35  0.0034
3084.   height  35  0.0034
3085.   calm    35  0.0034
3086.   isolated    35  0.0034
3087.   washed  35  0.0034
3088.   accurate    35  0.0034
3089.   producing   35  0.0034
3090.   prepare 35  0.0034
3091.   instructions    35  0.0034
3092.   phenomenon  35  0.0034
3093.   tongue  35  0.0034
3094.   waste   35  0.0034
3095.   symbolic    35  0.0034
3096.   disappeared 35  0.0034
3097.   calculated  35  0.0034
3098.   fish    35  0.0034
3099.   context 35  0.0034
3100.   myth    35  0.0034
3101.   worried 35  0.0034
3102.   patent  35  0.0034
3103.   sequence    35  0.0034
3104.   Matsuo  35  0.0034
3105.   protect 34  0.0033
3106.   candidate   34  0.0033
3107.   alternative 34  0.0033
3108.   shortly 34  0.0033
3109.   smell   34  0.0033
3110.   dispute 34  0.0033
3111.   sending 34  0.0033
3112.   senior  34  0.0033
3113.   receiving   34  0.0033
3114.   tied    34  0.0033
3115.   Presidential    34  0.0033
3116.   genuine 34  0.0033
3117.   facing  34  0.0033
3118.   Canada  34  0.0033
3119.   raising 34  0.0033
3120.   Harvard 34  0.0033
3121.   exposed 34  0.0033
3122.   clerk   34  0.0033
3123.   suggestion  34  0.0033
3124.   blame   34  0.0033
3125.   financing   34  0.0033
3126.   bigger  34  0.0033
3127.   reporters   34  0.0033
3128.   Johnson 34  0.0033
3129.   badly   34  0.0033
3130.   currently   34  0.0033
3131.   Samuel  34  0.0033
3132.   sentence    34  0.0033
3133.   Lee 34  0.0033
3134.   realistic   34  0.0033
3135.   net 34  0.0033
3136.   golf    34  0.0033
3137.   we've   34  0.0033
3138.   arrangement 34  0.0033
3139.   logical 34  0.0033
3140.   owned   34  0.0033
3141.   Metropolitan    34  0.0033
3142.   worst   34  0.0033
3143.   bus 34  0.0033
3144.   folk    34  0.0033
3145.   sing    34  0.0033
3146.   beer    34  0.0033
3147.   roles   34  0.0033
3148.   tells   34  0.0033
3149.   crazy   34  0.0033
3150.   sugar   34  0.0033
3151.   duties  34  0.0033
3152.   decades 34  0.0033
3153.   vary    34  0.0033
3154.   visible 34  0.0033
3155.   emotion 34  0.0033
3156.   seldom  34  0.0033
3157.   swept   34  0.0033
3158.   suitable    34  0.0033
3159.   hunting 34  0.0033
3160.   Italy   34  0.0033
3161.   LISTS   34  0.0033
3162.   corn    34  0.0033
3163.   mechanical  34  0.0033
3164.   quarter 34  0.0033
3165.   mistake 34  0.0033
3166.   returns 34  0.0033
3167.   frequent    34  0.0033
3168.   ocean   34  0.0033
3169.   Catholics   34  0.0033
3170.   phrase  34  0.0033
3171.   fallen  34  0.0033
3172.   tears   34  0.0033
3173.   consequences    34  0.0033
3174.   dying   34  0.0033
3175.   openly  34  0.0033
3176.   bent    34  0.0033
3177.   tools   34  0.0033
3178.   tends   34  0.0033
3179.   sad 34  0.0033
3180.   reasonably  34  0.0033
3181.   findings    34  0.0033
3182.   divine  34  0.0033
3183.   stretched   34  0.0033
3184.   abstract    34  0.0033
3185.   keys    34  0.0033
3186.   measurement 34  0.0033
3187.   pencil  34  0.0033
3188.   damn    34  0.0033
3189.   elected 33  0.0032
3190.   filed   33  0.0032
3191.   Williams    33  0.0032
3192.   succeeded   33  0.0032
3193.   rejected    33  0.0032
3194.   Thursday    33  0.0032
3195.   missing 33  0.0032
3196.   gift    33  0.0032
3197.   favorable   33  0.0032
3198.   guilt   33  0.0032
3199.   involving   33  0.0032
3200.   benefits    33  0.0032
3201.   matching    33  0.0032
3202.   fate    33  0.0032
3203.   affair  33  0.0032
3204.   fewer   33  0.0032
3205.   naval   33  0.0032
3206.   Prince  33  0.0032
3207.   stems   33  0.0032
3208.   examine 33  0.0032
3209.   advised 33  0.0032
3210.   charter 33  0.0032
3211.   presentation    33  0.0032
3212.   Campus  33  0.0032
3213.   interview   33  0.0032
3214.   owner   33  0.0032
3215.   classical   33  0.0032
3216.   branches    33  0.0032
3217.   admission   33  0.0032
3218.   harmony 33  0.0032
3219.   determining 33  0.0032
3220.   accident    33  0.0032
3221.   strictly    33  0.0032
3222.   Rev 33  0.0032
3223.   blow    33  0.0032
3224.   Andy    33  0.0032
3225.   Unfortunately   33  0.0032
3226.   damage  33  0.0032
3227.   Rice    33  0.0032
3228.   performances    33  0.0032
3229.   drill   33  0.0032
3230.   leads   33  0.0032
3231.   Indians 33  0.0032
3232.   fly 33  0.0032
3233.   Branch  33  0.0032
3234.   lunch   33  0.0032
3235.   thereby 33  0.0032
3236.   bride   33  0.0032
3237.   artistic    33  0.0032
3238.   nights  33  0.0032
3239.   presents    33  0.0032
3240.   jacket  33  0.0032
3241.   attempted   33  0.0032
3242.   parked  33  0.0032
3243.   survive 33  0.0032
3244.   Funeral 33  0.0032
3245.   alert   33  0.0032
3246.   massive 33  0.0032
3247.   violent 33  0.0032
3248.   burst   33  0.0032
3249.   dealers 33  0.0032
3250.   adjusted    33  0.0032
3251.   Symphony    33  0.0032
3252.   substance   33  0.0032
3253.   child's 33  0.0032
3254.   PRECISE 33  0.0032
3255.   inevitable  33  0.0032
3256.   grave   33  0.0032
3257.   demonstrated    33  0.0032
3258.   equation    33  0.0032
3259.   scheme  33  0.0032
3260.   namely  33  0.0032
3261.   connected   33  0.0032
3262.   suffer  33  0.0032
3263.   tragic  33  0.0032
3264.   FALLING 33  0.0032
3265.   rector  33  0.0032
3266.   Poland  33  0.0032
3267.   quantity    33  0.0032
3268.   bone    33  0.0032
3269.   Prokofieff  33  0.0032
3270.   healthy 33  0.0032
3271.   Mountain    33  0.0032
3272.   slavery 33  0.0032
3273.   chlorine    33  0.0032
3274.   thermal 33  0.0032
3275.   pathology   33  0.0032
3276.   Jess    33  0.0032
3277.   inadequate  32  0.0031
3278.   lacking 32  0.0031
3279.   elaborate   32  0.0031
3280.   Howard  32  0.0031
3281.   debate  32  0.0031
3282.   shouting    32  0.0031
3283.   so-called   32  0.0031
3284.   discussions 32  0.0031
3285.   spots   32  0.0031
3286.   Castro  32  0.0031
3287.   gesture 32  0.0031
3288.   concluded   32  0.0031
3289.   Falls   32  0.0031
3290.   factory 32  0.0031
3291.   awareness   32  0.0031
3292.   partner 32  0.0031
3293.   long-term   32  0.0031
3294.   loans   32  0.0031
3295.   universities    32  0.0031
3296.   remarked    32  0.0031
3297.   transition  32  0.0031
3298.   effectiveness   32  0.0031
3299.   depending   32  0.0031
3300.   covering    32  0.0031
3301.   Harold  32  0.0031
3302.   temporary   32  0.0031
3303.   we'd    32  0.0031
3304.   Mills   32  0.0031
3305.   pound   32  0.0031
3306.   kids    32  0.0031
3307.   mud 32  0.0031
3308.   heading 32  0.0031
3309.   Van 32  0.0031
3310.   ROMANTIC    32  0.0031
3311.   wedding 32  0.0031
3312.   dancers 32  0.0031
3313.   They'll 32  0.0031
3314.   Eastern 32  0.0031
3315.   juniors 32  0.0031
3316.   Salvation   32  0.0031
3317.   covers  32  0.0031
3318.   excitement  32  0.0031
3319.   household   32  0.0031
3320.   Pa  32  0.0031
3321.   promote 32  0.0031
3322.   collective  32  0.0031
3323.   efficient   32  0.0031
3324.   Missiles    32  0.0031
3325.   survival    32  0.0031
3326.   fishing 32  0.0031
3327.   Museum  32  0.0031
3328.   variation   32  0.0031
3329.   Chandler    32  0.0031
3330.   beef    32  0.0031
3331.   stuff   32  0.0031
3332.   poets   32  0.0031
3333.   gathered    32  0.0031
3334.   remote  32  0.0031
3335.   confronted  32  0.0031
3336.   Russians    32  0.0031
3337.   testing 32  0.0031
3338.   initiative  32  0.0031
3339.   eating  32  0.0031
3340.   Coal    32  0.0031
3341.   cooking 32  0.0031
3342.   swift   32  0.0031
3343.   slipped 32  0.0031
3344.   weak    32  0.0031
3345.   courage 32  0.0031
3346.   reflection  32  0.0031
3347.   circles 32  0.0031
3348.   conception  32  0.0031
3349.   gardens 32  0.0031
3350.   crowded 32  0.0031
3351.   naked   32  0.0031
3352.   farther 32  0.0031
3353.   electronics 32  0.0031
3354.   plastics    32  0.0031
3355.   GORTON  32  0.0031
3356.   skywave 32  0.0031
3357.   emission    32  0.0031
3358.   SCOTTY  32  0.0031
3359.   curt    32  0.0031
3360.   PROTECTED   31  0.0031
3361.   starts  31  0.0031
3362.   tossed  31  0.0031
3363.   conservative    31  0.0031
3364.   sponsored   31  0.0031
3365.   reducing    31  0.0031
3366.   ruled   31  0.0031
3367.   finance 31  0.0031
3368.   allowing    31  0.0031
3369.   DOCTORS 31  0.0031
3370.   mainly  31  0.0031
3371.   territory   31  0.0031
3372.   extraordinary   31  0.0031
3373.   enterprise  31  0.0031
3374.   remark  31  0.0031
3375.   panel   31  0.0031
3376.   Islands 31  0.0031
3377.   Consequently    31  0.0031
3378.   defeat  31  0.0031
3379.   involve 31  0.0031
3380.   KANSAS  31  0.0031
3381.   knocked 31  0.0031
3382.   identical   31  0.0031
3383.   mature  31  0.0031
3384.   winning 31  0.0031
3385.   checked 31  0.0031
3386.   Bird    31  0.0031
3387.   seventh 31  0.0031
3388.   Dave    31  0.0031
3389.   barely  31  0.0031
3390.   helps   31  0.0031
3391.   he'll   31  0.0031
3392.   movies  31  0.0031
3393.   dancer  31  0.0031
3394.   Pacific 31  0.0031
3395.   et  31  0.0031
3396.   secondary   31  0.0031
3397.   strain  31  0.0031
3398.   fourteen    31  0.0031
3399.   ending  31  0.0031
3400.   letting 31  0.0031
3401.   successfully    31  0.0031
3402.   fallout 31  0.0031
3403.   studio  31  0.0031
3404.   maid    31  0.0031
3405.   decline 31  0.0031
3406.   recording   31  0.0031
3407.   parking 31  0.0031
3408.   structures  31  0.0031
3409.   selling 31  0.0031
3410.   colored 31  0.0031
3411.   competitive 31  0.0031
3412.   lightly 31  0.0031
3413.   Trail   31  0.0031
3414.   tube    31  0.0031
3415.   Christianity    31  0.0031
3416.   poetic  31  0.0031
3417.   films   31  0.0031
3418.   Gallery 31  0.0031
3419.   troubled    31  0.0031
3420.   muscles 31  0.0031
3421.   extend  31  0.0031
3422.   Outer   31  0.0031
3423.   markets 31  0.0031
3424.   respectively    31  0.0031
3425.   softly  31  0.0031
3426.   SHOCK   31  0.0031
3427.   Horn    31  0.0031
3428.   invariably  31  0.0031
3429.   ceiling 31  0.0031
3430.   articles    31  0.0031
3431.   considerations  31  0.0031
3432.   perfectly   31  0.0031
3433.   carbon  31  0.0031
3434.   counter 31  0.0031
3435.   pages   31  0.0031
3436.   composer    31  0.0031
3437.   frequencies 31  0.0031
3438.   accordingly 31  0.0031
3439.   plastic 31  0.0031
3440.   locking 31  0.0031
3441.   gently  31  0.0031
3442.   basement    31  0.0031
3443.   evaluation  31  0.0031
3444.   saline  31  0.0031
3445.   widespread  30  0.0030
3446.   Republicans 30  0.0030
3447.   Sen 30  0.0030
3448.   voting  30  0.0030
3449.   Felix   30  0.0030
3450.   representing    30  0.0030
3451.   worker  30  0.0030
3452.   medicine    30  0.0030
3453.   absolute    30  0.0030
3454.   allies  30  0.0030
3455.   directions  30  0.0030
3456.   reform  30  0.0030
3457.   instances   30  0.0030
3458.   expert  30  0.0030
3459.   Sheets  30  0.0030
3460.   replace 30  0.0030
3461.   gay 30  0.0030
3462.   Split   30  0.0030
3463.   suspect 30  0.0030
3464.   graduate    30  0.0030
3465.   fence   30  0.0030
3466.   Yankees 30  0.0030
3467.   players 30  0.0030
3468.   suspended   30  0.0030
3469.   Franklin    30  0.0030
3470.   Louisiana   30  0.0030
3471.   Lane    30  0.0030
3472.   sacrifice   30  0.0030
3473.   network 30  0.0030
3474.   Johnny  30  0.0030
3475.   Eddie   30  0.0030
3476.   dates   30  0.0030
3477.   cuts    30  0.0030
3478.   reveal  30  0.0030
3479.   nowhere 30  0.0030
3480.   COMMENTS    30  0.0030
3481.   LOCKED  30  0.0030
3482.   ranging 30  0.0030
3483.   controls    30  0.0030
3484.   strip   30  0.0030
3485.   Alex    30  0.0030
3486.   excessive   30  0.0030
3487.   buying  30  0.0030
3488.   grain   30  0.0030
3489.   Associations    30  0.0030
3490.   they'd  30  0.0030
3491.   era 30  0.0030
3492.   virtue  30  0.0030
3493.   dreams  30  0.0030
3494.   secure  30  0.0030
3495.   Sharpe  30  0.0030
3496.   impressed   30  0.0030
3497.   historian   30  0.0030
3498.   listened    30  0.0030
3499.   CRUCIAL 30  0.0030
3500.   propaganda  30  0.0030
3501.   eg  30  0.0030
3502.   deliberately    30  0.0030
3503.   measuring   30  0.0030
3504.   hoping  30  0.0030
3505.   surprising  30  0.0030
3506.   complicated 30  0.0030
3507.   occurrence  30  0.0030
3508.   preceding   30  0.0030
3509.   skilled 30  0.0030
3510.   density 30  0.0030
3511.   radical 30  0.0030
3512.   citizen 30  0.0030
3513.   slave   30  0.0030
3514.   altogether  30  0.0030
3515.   purely  30  0.0030
3516.   Frontier    30  0.0030
3517.   dimensions  30  0.0030
3518.   root    30  0.0030
3519.   blanket 30  0.0030
3520.   encountered 30  0.0030
3521.   consequence 30  0.0030
3522.   consciousness   30  0.0030
3523.   flux    30  0.0030
3524.   Shakespeare 30  0.0030
3525.   Cried   30  0.0030
3526.   mixture 30  0.0030
3527.   asleep  30  0.0030
3528.   electron    30  0.0030
3529.   concentrated    30  0.0030
3530.   meal    30  0.0030
3531.   stable  30  0.0030
3532.   grinned 30  0.0030
3533.   unconscious 30  0.0030
3534.   Dartmouth   30  0.0030
3535.   sovereign   30  0.0030
3536.   Miriam  30  0.0030
3537.   Woodruff    30  0.0030
3538.   fees    29  0.0029
3539.   divorce 29  0.0029
3540.   Davis   29  0.0029
3541.   Hughes  29  0.0029
3542.   Sherman 29  0.0029
3543.   argued  29  0.0029
3544.   Harris  29  0.0029
3545.   TEA 29  0.0029
3546.   extending   29  0.0029
3547.   utility 29  0.0029
3548.   lieutenant  29  0.0029
3549.   proposals   29  0.0029
3550.   questioned  29  0.0029
3551.   MODEST  29  0.0029
3552.   CONTRIBUTIONS   29  0.0029
3553.   mighty  29  0.0029
3554.   ignored 29  0.0029
3555.   Morse   29  0.0029
3556.   allied  29  0.0029
3557.   perform 29  0.0029
3558.   transferred 29  0.0029
3559.   false   29  0.0029
3560.   guilty  29  0.0029
3561.   merit   29  0.0029
3562.   ethical 29  0.0029
3563.   recovery    29  0.0029
3564.   Sons    29  0.0029
3565.   Builders    29  0.0029
3566.   builder 29  0.0029
3567.   OCT 29  0.0029
3568.   threatened  29  0.0029
3569.   mothers 29  0.0029
3570.   Testament   29  0.0029
3571.   volunteers  29  0.0029
3572.   Ann 29  0.0029
3573.   Mickey  29  0.0029
3574.   silver  29  0.0029
3575.   Belt    29  0.0029
3576.   shots   29  0.0029
3577.   trips   29  0.0029
3578.   exciting    29  0.0029
3579.   entertainment   29  0.0029
3580.   movie   29  0.0029
3581.   Albert  29  0.0029
3582.   DC  29  0.0029
3583.   tasks   29  0.0029
3584.   unions  29  0.0029
3585.   encouraged  29  0.0029
3586.   suburban    29  0.0029
3587.   signals 29  0.0029
3588.   barn    29  0.0029
3589.   sewage  29  0.0029
3590.   jet 29  0.0029
3591.   drying  29  0.0029
3592.   lesson  29  0.0029
3593.   furnish 29  0.0029
3594.   creating    29  0.0029
3595.   morality    29  0.0029
3596.   fabrics 29  0.0029
3597.   STARS   29  0.0029
3598.   residence   29  0.0029
3599.   delight 29  0.0029
3600.   Theatre 29  0.0029
3601.   Subsequent  29  0.0029
3602.   Jurisdiction    29  0.0029
3603.   poured  29  0.0029
3604.   vigorous    29  0.0029
3605.   argue   29  0.0029
3606.   applying    29  0.0029
3607.   prestige    29  0.0029
3608.   bare    29  0.0029
3609.   sang    29  0.0029
3610.   helpful 29  0.0029
3611.   precious    29  0.0029
3612.   constitute  29  0.0029
3613.   magnitude   29  0.0029
3614.   solutions   29  0.0029
3615.   lighted 29  0.0029
3616.   suggests    29  0.0029
3617.   shapes  29  0.0029
3618.   anxious 29  0.0029
3619.   glasses 29  0.0029
3620.   cow 29  0.0029
3621.   apparatus   29  0.0029
3622.   scenes  29  0.0029
3623.   petitioner  29  0.0029
3624.   eternal 29  0.0029
3625.   SHORTS  29  0.0029
3626.   proportion  29  0.0029
3627.   regulations 29  0.0029
3628.   reminded    29  0.0029
3629.   ECUMENICAL  29  0.0029
3630.   Samples 29  0.0029
3631.   commonly    29  0.0029
3632.   ear 29  0.0029
3633.   pressed 29  0.0029
3634.   perception  29  0.0029
3635.   examination 29  0.0029
3636.   stem    29  0.0029
3637.   Carleton    29  0.0029
3638.   bronchial   29  0.0029
3639.   Brannon 29  0.0029
3640.   appointment 28  0.0028
3641.   enthusiasm  28  0.0028
3642.   newly   28  0.0028
3643.   calendar    28  0.0028
3644.   absent  28  0.0028
3645.   innocence   28  0.0028
3646.   President's 28  0.0028
3647.   meetings    28  0.0028
3648.   diplomatic  28  0.0028
3649.   Southeast   28  0.0028
3650.   specified   28  0.0028
3651.   profit  28  0.0028
3652.   municipal   28  0.0028
3653.   demonstrate 28  0.0028
3654.   gathering   28  0.0028
3655.   exclusive   28  0.0028
3656.   Brooklyn    28  0.0028
3657.   Irish   28  0.0028
3658.   encounter   28  0.0028
3659.   expanding   28  0.0028
3660.   losing  28  0.0028
3661.   formerly    28  0.0028
3662.   compare 28  0.0028
3663.   examined    28  0.0028
3664.   Roosevelt   28  0.0028
3665.   arise   28  0.0028
3666.   prize   28  0.0028
3667.   wound   28  0.0028
3668.   Hal 28  0.0028
3669.   talents 28  0.0028
3670.   African 28  0.0028
3671.   Santa   28  0.0028
3672.   dining  28  0.0028
3673.   journey 28  0.0028
3674.   freight 28  0.0028
3675.   maintaining 28  0.0028
3676.   designs 28  0.0028
3677.   marks   28  0.0028
3678.   promptly    28  0.0028
3679.   witness 28  0.0028
3680.   fled    28  0.0028
3681.   cloud   28  0.0028
3682.   upstairs    28  0.0028
3683.   dawn    28  0.0028
3684.   commander   28  0.0028
3685.   communications  28  0.0028
3686.   quarters    28  0.0028
3687.   rendered    28  0.0028
3688.   Convention  28  0.0028
3689.   mechanism   28  0.0028
3690.   surfaces    28  0.0028
3691.   satisfaction    28  0.0028
3692.   offering    28  0.0028
3693.   tons    28  0.0028
3694.   closing 28  0.0028
3695.   colony  28  0.0028
3696.   warmth  28  0.0028
3697.   shade   28  0.0028
3698.   discuss 28  0.0028
3699.   paused  28  0.0028
3700.   Folklore    28  0.0028
3701.   tight   28  0.0028
3702.   sand    28  0.0028
3703.   happening   28  0.0028
3704.   textile 28  0.0028
3705.   mines   28  0.0028
3706.   libraries   28  0.0028
3707.   limitations 28  0.0028
3708.   advantages  28  0.0028
3709.   sovereignty 28  0.0028
3710.   humanity    28  0.0028
3711.   prayer  28  0.0028
3712.   hanging 28  0.0028
3713.   cure    28  0.0028
3714.   consistent  28  0.0028
3715.   clarity 28  0.0028
3716.   judgments   28  0.0028
3717.   verse   28  0.0028
3718.   gentleman   28  0.0028
3719.   committed   28  0.0028
3720.   passion 28  0.0028
3721.   POT 28  0.0028
3722.   laugh   28  0.0028
3723.   sensitivity 28  0.0028
3724.   worthy  28  0.0028
3725.   dried   28  0.0028
3726.   hated   28  0.0028
3727.   bullet  28  0.0028
3728.   Stained 28  0.0028
3729.   drugs   28  0.0028
3730.   powder  28  0.0028
3731.   sergeant    28  0.0028
3732.   optimal 28  0.0028
3733.   polynomial  28  0.0028
3734.   Ramey   28  0.0028
3735.   operated    27  0.0027
3736.   weekend 27  0.0027
3737.   responses   27  0.0027
3738.   voted   27  0.0027
3739.   veteran 27  0.0027
3740.   pistol  27  0.0027
3741.   permits 27  0.0027
3742.   requirement 27  0.0027
3743.   acquire 27  0.0027
3744.   MARSHALL    27  0.0027
3745.   prefer  27  0.0027
3746.   prevention  27  0.0027
3747.   aids    27  0.0027
3748.   absolutely  27  0.0027
3749.   placing 27  0.0027
3750.   scattered   27  0.0027
3751.   critics 27  0.0027
3752.   profound    27  0.0027
3753.   wherever    27  0.0027
3754.   insist  27  0.0027
3755.   shopping    27  0.0027
3756.   exact   27  0.0027
3757.   Women's 27  0.0027
3758.   surplus 27  0.0027
3759.   publicly    27  0.0027
3760.   combat  27  0.0027
3761.   reorganization  27  0.0027
3762.   Victim  27  0.0027
3763.   ours    27  0.0027
3764.   Al  27  0.0027
3765.   Surrounding 27  0.0027
3766.   flew    27  0.0027
3767.   injury  27  0.0027
3768.   magnificent 27  0.0027
3769.   passes  27  0.0027
3770.   Dan 27  0.0027
3771.   permission  27  0.0027
3772.   eager   27  0.0027
3773.   rushed  27  0.0027
3774.   Christmas   27  0.0027
3775.   publicity   27  0.0027
3776.   festival    27  0.0027
3777.   suite   27  0.0027
3778.   reputation  27  0.0027
3779.   Delaware    27  0.0027
3780.   Greenwich   27  0.0027
3781.   Clayton 27  0.0027
3782.   submarine   27  0.0027
3783.   suspicion   27  0.0027
3784.   Fred    27  0.0027
3785.   approaching 27  0.0027
3786.   Trustees    27  0.0027
3787.   literally   27  0.0027
3788.   distributed 27  0.0027
3789.   Jefferson   27  0.0027
3790.   company's   27  0.0027
3791.   Newport 27  0.0027
3792.   enemies 27  0.0027
3793.   restrictions    27  0.0027
3794.   wings   27  0.0027
3795.   reserved    27  0.0027
3796.   upward  27  0.0027
3797.   dull    27  0.0027
3798.   ranch   27  0.0027
3799.   butter  27  0.0027
3800.   mirror  27  0.0027
3801.   marriages   27  0.0027
3802.   refer   27  0.0027
3803.   utterly 27  0.0027
3804.   peculiar    27  0.0027
3805.   cap 27  0.0027
3806.   consisting  27  0.0027
3807.   horizon 27  0.0027
3808.   define  27  0.0027
3809.   delicate    27  0.0027
3810.   scope   27  0.0027
3811.   seconds 27  0.0027
3812.   scholars    27  0.0027
3813.   Chin    27  0.0027
3814.   friendship  27  0.0027
3815.   excuse  27  0.0027
3816.   CUSTOMER    27  0.0027
3817.   Germans 27  0.0027
3818.   concepts    27  0.0027
3819.   outdoor 27  0.0027
3820.   occurs  27  0.0027
3821.   imagined    27  0.0027
3822.   discipline  27  0.0027
3823.   supporting  27  0.0027
3824.   shoot   27  0.0027
3825.   conceived   27  0.0027
3826.   observation 27  0.0027
3827.   roots   27  0.0027
3828.   gentle  27  0.0027
3829.   prevented   27  0.0027
3830.   theological 27  0.0027
3831.   minimal 27  0.0027
3832.   frozen  27  0.0027
3833.   HOLDER  27  0.0027
3834.   laughing    27  0.0027
3835.   traders 27  0.0027
3836.   oral    27  0.0027
3837.   clinical    27  0.0027
3838.   shirt   27  0.0027
3839.   slept   27  0.0027
3840.   Julia   27  0.0027
3841.   fiber   27  0.0027
3842.   pursuant    27  0.0027
3843.   hr  27  0.0027
3844.   pulmonary   27  0.0027
3845.   Myra    27  0.0027
3846.   Shayne  27  0.0027
3847.   Cady    27  0.0027
3848.   eliminate   26  0.0026
3849.   settlement  26  0.0026
3850.   sessions    26  0.0026
3851.   controversy 26  0.0026
3852.   intelligent 26  0.0026
3853.   paying  26  0.0026
3854.   retirement  26  0.0026
3855.   Kennedy's   26  0.0026
3856.   mutual  26  0.0026
3857.   climate 26  0.0026
3858.   NATO    26  0.0026
3859.   outcome 26  0.0026
3860.   establishing    26  0.0026
3861.   assist  26  0.0026
3862.   part-time   26  0.0026
3863.   released    26  0.0026
3864.   Liberals    26  0.0026
3865.   handled 26  0.0026
3866.   Sixth   26  0.0026
3867.   Mitchell    26  0.0026
3868.   unhappy 26  0.0026
3869.   desperate   26  0.0026
3870.   pointing    26  0.0026
3871.   Premier 26  0.0026
3872.   kingdom 26  0.0026
3873.   promotion   26  0.0026
3874.   revenues    26  0.0026
3875.   widow   26  0.0026
3876.   bridges 26  0.0026
3877.   threatening 26  0.0026
3878.   disaster    26  0.0026
3879.   frames  26  0.0026
3880.   contest 26  0.0026
3881.   stretch 26  0.0026
3882.   Billy   26  0.0026
3883.   Bears   26  0.0026
3884.   quoted  26  0.0026
3885.   entry   26  0.0026
3886.   inherent    26  0.0026
3887.   recalled    26  0.0026
3888.   overcome    26  0.0026
3889.   concerts    26  0.0026
3890.   storm   26  0.0026
3891.   cellar  26  0.0026
3892.   bath    26  0.0026
3893.   temperatures    26  0.0026
3894.   Eileen  26  0.0026
3895.   Mount   26  0.0026
3896.   register    26  0.0026
3897.   gear    26  0.0026
3898.   electricity 26  0.0026
3899.   meals   26  0.0026
3900.   treat   26  0.0026
3901.   planes  26  0.0026
3902.   stockholders    26  0.0026
3903.   landing 26  0.0026
3904.   card    26  0.0026
3905.   instruction 26  0.0026
3906.   justify 26  0.0026
3907.   invited 26  0.0026
3908.   exceptions  26  0.0026
3909.   sophisticated   26  0.0026
3910.   charm   26  0.0026
3911.   appreciate  26  0.0026
3912.   lively  26  0.0026
3913.   hang    26  0.0026
3914.   instruments 26  0.0026
3915.   delightful  26  0.0026
3916.   acquired    26  0.0026
3917.   preferred   26  0.0026
3918.   anti-trust  26  0.0026
3919.   Southerners 26  0.0026
3920.   legend  26  0.0026
3921.   wars    26  0.0026
3922.   Coolidge    26  0.0026
3923.   peaceful    26  0.0026
3924.   repeat  26  0.0026
3925.   trembling   26  0.0026
3926.   emerged 26  0.0026
3927.   disturbed   26  0.0026
3928.   Feeding 26  0.0026
3929.   perspective 26  0.0026
3930.   philosophical   26  0.0026
3931.   mysterious  26  0.0026
3932.   Arlene  26  0.0026
3933.   Sarah   26  0.0026
3934.   frightened  26  0.0026
3935.   switches    26  0.0026
3936.   identify    26  0.0026
3937.   phenomena   26  0.0026
3938.   beard   26  0.0026
3939.   Zen 26  0.0026
3940.   Jew 26  0.0026
3941.   aesthetic   26  0.0026
3942.   velocity    26  0.0026
3943.   ft  26  0.0026
3944.   staring 26  0.0026
3945.   Cavalry 26  0.0026
3946.   Palfrey 26  0.0026
3947.   variables   26  0.0026
